artist_name,id,track_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Lords Of The Underground,34MRi5GRWHFUa731JBxFEl,Chief Rocka,Here Come the Lords,0.89,0.716,1,-9.673,1,0.296,0.174,0.000589,0.0657,0.656,99.987,4,48,alternative_hip_hop conscious_hip_hop east_coast_hip_hop gangster_rap hardcore_hip_hop hip_hop new_jersey_rap rap turntablism,60,"['alternative_hip_hop', 'conscious_hip_hop', 'east_coast_hip_hop', 'gangster_rap', 'hardcore_hip_hop', 'hip_hop', 'new_jersey_rap', 'rap', 'turntablism']",low,Neutral
Rod McKuen,3vUTaQZGXUTqgYWNUZiNW8,Love's Been Good To Me,One by One,0.494,0.15,0,-17.07,1,0.0415,0.781,0.0001,0.23,0.376,118.611,4,27,unknown,7,['unknown'],high,Positive
John SaFranko,2GuPNzwxzITYQJYxgr8Khv,Listen to the Warm,"Songs of Rod McKuen, Vol. 1 & 2",0.515,0.642,11,-9.158,0,0.0367,0.129,0.176,0.0943,0.422,114.957,4,0,unknown,0,['unknown'],high,Positive
WHY?,01rgZI4xYSpyp4EFrdcS5E,Fatalist Palmistry,Alopecia,0.409,0.902,2,-4.639,1,0.0619,0.0717,2.65e-06,0.361,0.613,125.389,4,45,abstract_hip_hop anti-folk art_pop bay_area_indie freak_folk indie_rock,0,"['abstract_hip_hop', 'anti-folk', 'art_pop', 'bay_area_indie', 'freak_folk', 'indie_rock']",low,Neutral
Varsity,5rKor0rlCbaA7j755zhnhb,"So Sad, So Sad","Cult of Personality - So Sad, So Sad",0.397,0.518,4,-7.156,1,0.0327,0.0748,0.00634,0.133,0.262,113.737,4,40,chicago_indie indie_rock,49,"['chicago_indie', 'indie_rock']",high,Negative
Varsity,7wqu4L2r2BveD3Yzdwfi2h,Cult of Personality,"Cult of Personality - So Sad, So Sad",0.502,0.804,2,-7.505,1,0.0263,0.000165,0.403,0.0772,0.749,135.845,4,40,chicago_indie indie_rock,27,"['chicago_indie', 'indie_rock']",low,Neutral
Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,What Do You Think About the Car?,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4,66,indie_pop modern_alternative_rock modern_rock rock,74,"['indie_pop', 'modern_alternative_rock', 'modern_rock', 'rock']",low,Neutral
Declan McKenna,6zMuIP4BLELTkbr7n0qpyo,Bethlehem,What Do You Think About the Car?,0.549,0.755,4,-6.722,1,0.0303,0.00137,0.00573,0.141,0.441,127.0,4,66,indie_pop modern_alternative_rock modern_rock rock,44,"['indie_pop', 'modern_alternative_rock', 'modern_rock', 'rock']",low,Neutral
Phony Ppl,2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Yesterday's Tomorrow,0.706,0.483,1,-7.929,1,0.0393,0.547,1.94e-06,0.136,0.663,92.002,4,56,alternative_r&b indie_soul,65,"['alternative_r&b', 'indie_soul']",high,Positive
Michael Kiwanuka,2QIvd2Uow99gv5kBBbtf3y,I'll Get Along,Home Again,0.657,0.54,9,-9.875,1,0.0232,0.415,1.74e-06,0.0809,0.673,94.258,4,68,british_soul neo_soul psychedelic_soul soul,48,"['british_soul', 'neo_soul', 'psychedelic_soul', 'soul']",low,Neutral
Etta James,2A6arq0CZXZZiwL4Wp6J2Y,A Sunday Kind Of Love - Single Version,At Last!,0.363,0.268,2,-9.632,0,0.0301,0.85,0.0,0.216,0.45,68.885,5,70,adult_standards jazz_blues soul soul_blues torch_song vocal_jazz,0,"['adult_standards', 'jazz_blues', 'soul', 'soul_blues', 'torch_song', 'vocal_jazz']",high,Positive
Jawbreaker,2gkTMvu0sq40EvgF3v9dpQ,Chemistry,Dear You,0.342,0.986,11,-5.657,0,0.0903,7.65e-05,0.00594,0.3,0.436,153.208,4,45,alternative_emo alternative_rock emo emo_punk indie_punk indie_rock melodic_hardcore orgcore post-hardcore punk skate_punk,34,"['alternative_emo', 'alternative_rock', 'emo', 'emo_punk', 'indie_punk', 'indie_rock', 'melodic_hardcore', 'orgcore', 'post-hardcore', 'punk', 'skate_punk']",low,Neutral
Naked Raygun,4i06BSlWZ9lkxmpyZgRT3W,Soldiers Requiem,Jettison,0.331,0.921,2,-10.637,1,0.045,1.16e-05,0.015,0.45,0.29,98.369,4,33,chicago_hardcore chicago_punk post-hardcore punk,7,"['chicago_hardcore', 'chicago_punk', 'post-hardcore', 'punk']",low,Neutral
Naked Raygun,5JtkB8lBYFR88hNt3XPuPY,Camarilla,Raygun...Naked Raygun,0.379,0.897,10,-11.437,0,0.0717,3e-05,0.116,0.255,0.595,89.021,4,33,chicago_hardcore chicago_punk post-hardcore punk,0,"['chicago_hardcore', 'chicago_punk', 'post-hardcore', 'punk']",low,Neutral
Naked Raygun,5EE7Ft0jwP5njgtCbcUTtK,Vanilla Blue,Jettison,0.208,0.95,9,-9.723,1,0.106,1.93e-05,0.364,0.093,0.152,91.485,4,33,chicago_hardcore chicago_punk post-hardcore punk,0,"['chicago_hardcore', 'chicago_punk', 'post-hardcore', 'punk']",low,Neutral
Fog Lake,0OKa57fGBeZULZaE6snoxt,Push,Dragonchaser,0.469,0.648,0,-6.921,1,0.0477,0.203,0.82,0.314,0.248,142.267,4,50,lo-fi_indie newfoundland_indie small_room,52,"['lo-fi_indie', 'newfoundland_indie', 'small_room']",low,Neutral
Vansire,1M3LdcjVPP3O5yGaNlVSfy,Driftless,Driftless,0.386,0.477,10,-16.604,1,0.0409,0.924,0.921,0.0882,0.338,143.877,4,60,bedroom_pop indie_pop rochester_mn_indie,27,"['bedroom_pop', 'indie_pop', 'rochester_mn_indie']",low,Neutral
Good Good Blood,0RWSIl4scCq0jlHUJZiLWO,I'm So Ugly,Heart Land,0.511,0.688,10,-7.268,1,0.033,0.194,0.139,0.111,0.046,120.28,4,5,unknown,9,['unknown'],high,Negative
Ourselves the Elves,2Q6WpyCt5X8Ix4hPPpTsxg,Wounds,Wounds,0.77,0.501,0,-7.412,1,0.0294,0.468,0.879,0.144,0.443,127.032,4,30,pinoy_indie pinoy_rock,22,"['pinoy_indie', 'pinoy_rock']",low,Neutral
Odina,1NodY8JMQCZAwpNd6Rsqew,"You Loved Me, You Killed Me",Broken,0.382,0.138,3,-12.509,1,0.0318,0.944,0.00013,0.101,0.102,104.649,4,35,ambient_folk,0,['ambient_folk'],high,Positive
Boyscott,1vEL8XndGbyYAGvK49CzUE,Embarrassingly Enough,Goose Bumps,0.471,0.419,6,-8.524,1,0.0326,0.462,0.632,0.115,0.127,125.899,4,44,indie_garage_rock,0,['indie_garage_rock'],high,Neutral
Suburban Lawns,4qIrNr9OnHrQhpODZcmulH,Janitor,Suburban Lawns,0.66,0.61,9,-10.964,1,0.148,0.212,0.00032,0.0571,0.62,97.753,4,35,no_wave post-punk,46,"['no_wave', 'post-punk']",low,Neutral
Mild High Club,37vOv8JYJRsqfPAUQIfpRh,Elegy,Timeline,0.675,0.287,4,-11.836,0,0.0335,0.782,0.0409,0.136,0.0946,95.304,4,65,indie_garage_rock neo-psychedelic,0,"['indie_garage_rock', 'neo-psychedelic']",low,Neutral
The Smashing Pumpkins,4iCGSi1RonREsPtfEKYj5b,"Tonight, Tonight",Mellon Collie and the Infinite Sadness,0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,4,74,alternative_metal alternative_rock grunge permanent_wave pop_rock rock,0,"['alternative_metal', 'alternative_rock', 'grunge', 'permanent_wave', 'pop_rock', 'rock']",low,Neutral
Oasis,5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,4,79,beatlesque britpop madchester permanent_wave rock,80,"['beatlesque', 'britpop', 'madchester', 'permanent_wave', 'rock']",low,Neutral
Aerosmith,0c1gHntWjKD7QShC8s99sq,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",I Don't Want To Miss A Thing,0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.16,4,78,album_rock classic_rock hard_rock rock,2,"['album_rock', 'classic_rock', 'hard_rock', 'rock']",low,Neutral
Natalie Merchant,7p2aGxnxFYf6VLQPEYirPO,Jealousy - Remastered Single Version,Retrospective 1990-2005 [Ltd. Deluxe Version],0.727,0.739,0,-7.38,1,0.0343,0.137,0.0335,0.0857,0.783,100.994,4,55,folk lilith mellow_gold new_wave_pop pop_rock singer-songwriter,24,"['folk', 'lilith', 'mellow_gold', 'new_wave_pop', 'pop_rock', 'singer-songwriter']",low,Negative
TLC,6qspW4YKycviDFjHBOaqUY,Waterfalls,Crazysexycool,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,4,70,atl_hip_hop contemporary_r&b dance_pop girl_group hip_hop hip_pop pop r&b urban_contemporary,74,"['atl_hip_hop', 'contemporary_r&b', 'dance_pop', 'girl_group', 'hip_hop', 'hip_pop', 'pop', 'r&b', 'urban_contemporary']",low,Neutral
The Smashing Pumpkins,3Y8Ff1nH44jFywAtpgmleZ,1979,Mellon Collie and the Infinite Sadness,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4,74,alternative_metal alternative_rock grunge permanent_wave pop_rock rock,0,"['alternative_metal', 'alternative_rock', 'grunge', 'permanent_wave', 'pop_rock', 'rock']",low,Neutral
Natalie Imbruglia,1Jaah2tmN9Hv81A87KZ1MU,Torn,Left Of The Middle,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,4,64,australian_pop dance_pop europop lilith new_wave_pop pop_rock,75,"['australian_pop', 'dance_pop', 'europop', 'lilith', 'new_wave_pop', 'pop_rock']",low,Neutral
Lisa Loeb & Nine Stories,4ARhdB2FzpXcko8T03YVen,Stay,Tails,0.677,0.592,1,-6.887,1,0.0452,0.454,0.0,0.107,0.336,80.316,4,46,lilith,0,['lilith'],low,Neutral
Toni Braxton,68ZD7M5tOBBM0N5XWRECoD,Breathe Again,Toni Braxton,0.689,0.677,0,-6.36,1,0.0326,0.0704,0.0,0.0877,0.259,153.919,4,67,contemporary_r&b dance_pop hip_pop neo_soul quiet_storm r&b urban_contemporary,1,"['contemporary_r&b', 'dance_pop', 'hip_pop', 'neo_soul', 'quiet_storm', 'r&b', 'urban_contemporary']",low,Neutral
Sarah McLachlan,6G8fblD9DbcEmaKOKDy3XL,Angel,Surfacing,0.399,0.0861,1,-14.679,1,0.037,0.948,1.39e-05,0.104,0.129,117.451,3,67,canadian_pop canadian_singer-songwriter ectofolk lilith neo_mellow new_wave_pop permanent_wave pop_rock,52,"['canadian_pop', 'canadian_singer-songwriter', 'ectofolk', 'lilith', 'neo_mellow', 'new_wave_pop', 'permanent_wave', 'pop_rock']",low,Neutral
The Verve,3Z9PJ6xiEGmcqo2hESEB5n,Bitter Sweet Symphony,Urban Hymns,0.362,0.911,9,-5.966,1,0.049,0.0336,0.0,0.466,0.498,171.112,4,69,alternative_rock britpop modern_rock permanent_wave pop_rock rock shoegaze,0,"['alternative_rock', 'britpop', 'modern_rock', 'permanent_wave', 'pop_rock', 'rock', 'shoegaze']",high,Positive
Soul Asylum,3TW48DvQ7ChwY1Yy1tkMaP,Runaway Train,Grave Dancers Union,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,4,58,alternative_rock grunge permanent_wave pop_rock post-grunge rock,72,"['alternative_rock', 'grunge', 'permanent_wave', 'pop_rock', 'post-grunge', 'rock']",low,Neutral
The Verve Pipe,3rfDfPjgHDQ1BUaSHr9xoI,The Freshmen,Villains,0.577,0.497,1,-9.371,0,0.0235,0.0619,1.07e-05,0.11,0.279,99.662,4,49,pop_rock post-grunge,47,"['pop_rock', 'post-grunge']",low,Neutral
Dido,6si71supnBUhddjR2FJc2L,White Flag,Life For Rent,0.509,0.537,5,-6.834,1,0.0384,0.347,7.29e-06,0.0805,0.311,170.03,4,73,dance_pop new_wave_pop pop_rock,71,"['dance_pop', 'new_wave_pop', 'pop_rock']",low,Neutral
Sade,3XEtw7t4V5sfd2vtkp0ql7,Smooth Operator - Single Version,The Best Of Sade,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4,72,british_soul neo_soul sophisti-pop,1,"['british_soul', 'neo_soul', 'sophisti-pop']",high,Positive
DNA,6HS5QOvhd4w3XqJMDaEWcv,"Tom's Diner - 7"" Version",The Best Of Suzanne Vega - Tried And True,0.863,0.452,6,-10.839,0,0.0678,0.0376,0.0215,0.0532,0.544,99.102,4,52,unknown,0,['unknown'],low,Neutral
Hootie & The Blowfish,1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,Cracked Rear View,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,4,63,mellow_gold neo_mellow pop_rock,71,"['mellow_gold', 'neo_mellow', 'pop_rock']",high,Neutral
Cali Swag District,61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,The Kickback,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,4,52,pop_rap,68,['pop_rap'],low,Neutral
LMFAO,1V4jC0vJ5525lEF1bFgPX2,Shots,Party Rock,0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,4,69,dance_pop pop_rap,71,"['dance_pop', 'pop_rap']",low,Neutral
Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice Is Back! - Hip Hop Classics,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,4,59,hip_house miami_hip_hop,72,"['hip_house', 'miami_hip_hop']",low,Neutral
The Isley Brothers,6eE6akYdf9w2rZUOIMwSgw,Shout - Parts 1 & 2,The RCA Collection,0.521,0.672,10,-10.047,1,0.0478,0.482,0.0,0.366,0.601,137.926,4,65,classic_soul disco funk motown quiet_storm soul,20,"['classic_soul', 'disco', 'funk', 'motown', 'quiet_storm', 'soul']",low,Neutral
Flo Rida,0CAfXk7DXMnon4gLudAp7J,Low (feat T-Pain) - Feat T-Pain Album Version,Mail On Sunday,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,4,81,dance_pop miami_hip_hop pop pop_rap,83,"['dance_pop', 'miami_hip_hop', 'pop', 'pop_rap']",low,Neutral
The Black Eyed Peas,5bitEcj72xFL3yv9ZS5fkE,The Time (Dirty Bit),The Beginning,0.828,0.794,6,-7.751,0,0.0699,0.0816,5.34e-06,0.614,0.509,127.987,4,82,dance_pop pop pop_rap,0,"['dance_pop', 'pop', 'pop_rap']",high,Negative
Usher,4Ow5x7P5NAAR1jPoskudoA,OMG,Raymond v Raymond,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,4,82,atl_hip_hop contemporary_r&b dance_pop pop r&b south_carolina_hip_hop urban_contemporary,0,"['atl_hip_hop', 'contemporary_r&b', 'dance_pop', 'pop', 'r&b', 'south_carolina_hip_hop', 'urban_contemporary']",low,Neutral
Michael Jackson,3S2R0EVwBSAVMd5UMgKTL0,Thriller,Thriller 25 Super Deluxe Edition,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.00018,0.914,0.813,118.458,4,84,pop r&b soul,73,"['pop', 'r&b', 'soul']",low,Neutral
Sir Mix-A-Lot,7MCNnnmwm7TXMh7xyNGohi,Baby Got Back,Mack Daddy,0.933,0.664,1,-11.281,1,0.311,0.00471,0.0,0.0908,0.616,128.467,4,57,electro gangster_rap hip_hop hip_house old_school_hip_hop rap,0,"['electro', 'gangster_rap', 'hip_hop', 'hip_house', 'old_school_hip_hop', 'rap']",low,Neutral
P!nk,12lZTPlXwUtrQuhEty6098,Raise Your Glass,Raise Your Glass,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028,4,83,dance_pop pop,0,"['dance_pop', 'pop']",low,Neutral
Mr. C The Slide Man,3Xv5C02Wxlek0dmrYAM5A8,Cha Cha Slide - Original Live Platinum Band Mix,Cha Cha Slide,0.978,0.695,6,-5.746,1,0.213,0.00126,5.01e-05,0.284,0.496,122.027,4,46,unknown,55,['unknown'],high,Positive
Neil Diamond,3zByVQLvdXUaDTubfWkpCk,Sweet Caroline,Sweet Caroline,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,71,adult_standards brill_building_pop classic_rock folk_rock mellow_gold singer-songwriter soft_rock yacht_rock,0,"['adult_standards', 'brill_building_pop', 'classic_rock', 'folk_rock', 'mellow_gold', 'singer-songwriter', 'soft_rock', 'yacht_rock']",high,Positive
Cupid,07Tx168RSsUS1HqkDIOZbH,Cupid Shuffle,Time For A Change,0.785,0.582,5,-4.877,0,0.237,0.191,0.0,0.2,0.861,71.774,4,49,kids_dance_party pop_rap,65,"['kids_dance_party', 'pop_rap']",low,Neutral
Lady Gaga,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,The Fame,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,4,87,art_pop dance_pop pop,78,"['art_pop', 'dance_pop', 'pop']",low,Neutral
Cascada,0jDWRUbxSn8zQlwFbeLHwo,Evacuate The Dancefloor,Evacuate The Dancefloor,0.762,0.702,0,-5.87,1,0.0432,0.0167,0.0,0.314,0.898,127.029,4,69,bubblegum_dance dance_pop eurodance europop german_techno melbourne_bounce_international pop_rap,65,"['bubblegum_dance', 'dance_pop', 'eurodance', 'europop', 'german_techno', 'melbourne_bounce_international', 'pop_rap']",low,Neutral
Daft Punk,0DiWol3AO6WpXZgp0goxAV,One More Time,Discovery,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,4,82,electro filter_house,79,"['electro', 'filter_house']",high,Positive
Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,Only One Flo [Part 1],0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,4,81,dance_pop miami_hip_hop pop pop_rap,78,"['dance_pop', 'miami_hip_hop', 'pop', 'pop_rap']",low,Neutral
Pitbull,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything,Planet Pit (Deluxe Version),0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4,85,dance_pop latin miami_hip_hop pop pop_rap,83,"['dance_pop', 'latin', 'miami_hip_hop', 'pop', 'pop_rap']",low,Neutral
LMFAO,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,Sorry For Party Rocking,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,4,69,dance_pop pop_rap,74,"['dance_pop', 'pop_rap']",low,Neutral
Rihanna,6qn9YLKt13AGvpq9jfO8py,We Found Love,Talk That Talk,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,4,90,barbadian_pop dance_pop pop pop_rap urban_contemporary,77,"['barbadian_pop', 'dance_pop', 'pop', 'pop_rap', 'urban_contemporary']",high,Positive
Train,0VZ9xPNa6ROafP6GYYuv2S,Marry Me,"Save Me, San Francisco (Golden Gate Edition)",0.366,0.269,0,-8.456,1,0.0287,0.829,1.67e-05,0.108,0.492,86.577,4,77,dance_pop neo_mellow pop pop_rock,1,"['dance_pop', 'neo_mellow', 'pop', 'pop_rock']",low,Neutral
Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,Starships,Pink Friday ... Roman Reloaded,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,4,89,dance_pop hip_pop pop pop_rap queens_hip_hop,74,"['dance_pop', 'hip_pop', 'pop', 'pop_rap', 'queens_hip_hop']",low,Neutral
Etta James,0CmIALzGn4vHIHJG4n3Q4z,At Last - Single Version,At Last!,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,3,70,adult_standards jazz_blues soul soul_blues torch_song vocal_jazz,0,"['adult_standards', 'jazz_blues', 'soul', 'soul_blues', 'torch_song', 'vocal_jazz']",low,Negative
Wild Cherry,5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,4,57,disco funk_rock,72,"['disco', 'funk_rock']",low,Neutral
Old School Players,5qnk7XRdHF0OLUVexVaRCp,Tootsie Roll,30 Essential Old School Hits,0.812,0.688,4,-8.865,0,0.0582,0.000304,0.0,0.061,0.683,133.042,4,12,unknown,0,['unknown'],low,Neutral
Michael Jackson,682nhC3aQtY9HwrC2P2vz4,The Way You Make Me Feel - Single Version,The Essential Michael Jackson,0.759,0.818,1,-6.011,1,0.216,0.0467,0.000158,0.103,0.535,171.708,3,84,pop r&b soul,0,"['pop', 'r&b', 'soul']",low,Negative
Will Smith,6e8Ou0wiqAzIpWb2eSxll8,Miami,Big Willie Style,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,4,69,hip_hop pop_rap,72,"['hip_hop', 'pop_rap']",low,Neutral
Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Thriller 25 Super Deluxe Edition,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,4,84,pop r&b soul,85,"['pop', 'r&b', 'soul']",low,Neutral
Bob Marley & The Wailers,14CsUVcoKztExH6aSgfrfb,Is This Love - Montmartre Remix,Is This Love,0.621,0.616,6,-7.211,0,0.15,0.0765,0.0,0.131,0.512,122.93,4,80,reggae roots_reggae,0,"['reggae', 'roots_reggae']",high,Positive
Jason Derulo,3ogtSrlbtiTamktbA0hw0E,Marry Me,Talk Dirty,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,4,85,dance_pop pop pop_rap post-teen_pop,59,"['dance_pop', 'pop', 'pop_rap', 'post-teen_pop']",low,Neutral
Ed Sheeran,1Slwb6dOYkBlWal1PGtnNg,Thinking Out Loud,x,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,4,96,pop uk_pop,68,"['pop', 'uk_pop']",high,Positive
Bruno Mars,6SKwQghsR8AISlxhcwyA9R,Marry You,Doo-Wops & Hooligans,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,4,92,dance_pop pop,77,"['dance_pop', 'pop']",low,Neutral
Edwin McCain,14J3PO0VnhtcRa31r7Aj1L,I Could Not Ask For More,Messenger,0.507,0.71,5,-5.02,1,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,4,57,neo_mellow pop_rock,59,"['neo_mellow', 'pop_rock']",high,Positive
Jason Mraz,2qLMf6TuEC3ruGJg4SMMN6,Lucky,We Sing. We Dance. We Steal Things.,0.623,0.417,0,-8.699,1,0.0354,0.296,0.0,0.135,0.721,130.032,4,77,acoustic_pop neo_mellow pop pop_rock,70,"['acoustic_pop', 'neo_mellow', 'pop', 'pop_rock']",high,Positive
Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,Kiss Me,Sixpence None the Richer,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,4,65,neo_mellow pop_rock,79,"['neo_mellow', 'pop_rock']",low,Neutral
American Authors,5j9iuo3tMmQIfnEEQOOjxh,Best Day Of My Life,"Oh, What A Life",0.67,0.905,2,-2.385,1,0.0339,0.0625,0.000151,0.0577,0.516,100.021,4,70,indie_poptimism modern_alternative_rock modern_rock pop pop_rock rock,0,"['indie_poptimism', 'modern_alternative_rock', 'modern_rock', 'pop', 'pop_rock', 'rock']",low,Positive
K-Ci & JoJo,5GorFaKkP2mLREQvhSblIg,All My Life,Love Always,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.038,4,63,contemporary_r&b dance_pop hip_pop r&b urban_contemporary,73,"['contemporary_r&b', 'dance_pop', 'hip_pop', 'r&b', 'urban_contemporary']",low,Neutral
Toploader,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Onka's Big Moka,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,63,british_alternative_rock,77,['british_alternative_rock'],low,Neutral
Colbie Caillat,2yNUAnFrAJkV0eilMxeA19,I Do,All Of You,0.659,0.884,9,-5.56,1,0.0341,0.188,0.0,0.0756,0.934,144.868,4,72,dance_pop neo_mellow pop pop_rock post-teen_pop viral_pop,0,"['dance_pop', 'neo_mellow', 'pop', 'pop_rock', 'post-teen_pop', 'viral_pop']",low,Neutral
Beyoncé,557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE - Platinum Edition,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,4,86,dance_pop pop r&b,69,"['dance_pop', 'pop', 'r&b']",low,Negative
Dave Matthews Band,1qHXpsRP2gwteJCPUrc9wA,You & Me,Big Whiskey and the GrooGrux King,0.652,0.627,7,-7.313,1,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,3,67,jam_band neo_mellow pop_rock,0,"['jam_band', 'neo_mellow', 'pop_rock']",low,Neutral
The Black Eyed Peas,70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4,82,dance_pop pop pop_rap,0,"['dance_pop', 'pop', 'pop_rap']",low,Neutral
Miley Cyrus,2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Bangerz (Deluxe Version),0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,4,85,dance_pop pop post-teen_pop,80,"['dance_pop', 'pop', 'post-teen_pop']",low,Neutral
Rascal Flatts,02UnamzTn2rySwzcMkq5qx,I Melt,Melt,0.573,0.662,9,-4.461,1,0.0265,0.209,3.92e-05,0.323,0.256,140.046,4,72,contemporary_country country country_road,48,"['contemporary_country', 'country', 'country_road']",low,Neutral
Rascal Flatts,27rSEMh30XdxOgQX7AKSaM,Summer Nights,Unstoppable,0.541,0.895,2,-4.884,1,0.0367,0.0163,0.0,0.571,0.657,102.078,4,72,contemporary_country country country_road,0,"['contemporary_country', 'country', 'country_road']",low,Neutral
Rascal Flatts,4t7sDpxqkUdcYHA32s9XjQ,My Wish,Me And My Gang,0.548,0.769,4,-4.853,1,0.0312,0.0307,5.53e-06,0.0867,0.388,135.712,4,72,contemporary_country country country_road,0,"['contemporary_country', 'country', 'country_road']",low,Neutral
Rascal Flatts,1SLikaDhWhhhnLJC58bkFI,Life Is A Highway,Me And My Gang,0.58,0.953,5,-3.856,1,0.0614,0.00261,0.0,0.218,0.673,103.041,4,72,contemporary_country country country_road,0,"['contemporary_country', 'country', 'country_road']",low,Neutral
Rascal Flatts,4YjjNHtEsTX6Af4mCTupT5,Bless The Broken Road,Feels Like Today,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23e-05,0.159,0.344,135.893,4,72,contemporary_country country country_road,73,"['contemporary_country', 'country', 'country_road']",high,Negative
Rascal Flatts,59tG0RUCwkbLQtJCf8xJkq,Payback,Rewind,0.542,0.957,2,-5.009,1,0.045,0.00734,1.96e-05,0.185,0.752,158.0,4,72,contemporary_country country country_road,36,"['contemporary_country', 'country', 'country_road']",low,Neutral
